Vin_A,Vin_B,temp,pvdd,cqload,lmin,wmin,toxe_n,toxm_n,toxref_n,toxe_p,toxm_p,toxref_p,toxp_par,xj_n,xj_p,ndep_n,ndep_p,leakage
0.0,0.0,43.78643070691845,0.9623591763988204,1.2552133197397764e-15,4.1604509548446296e-08,4.5832571913615656e-08,9.208131945807039e-10,8.646252620808691e-10,9.37952335142663e-10,9.35726984699511e-10,9.52476835802887e-10,8.681006399174605e-10,6.871377818450326e-10,1.4448323585948308e-08,1.3771461656225921e-08,6.774605858544042e+18,2.756889910566933e+18,1.106387e-08
0.0,1.0,43.78643070691845,0.9623591763988204,1.2552133197397764e-15,4.1604509548446296e-08,4.5832571913615656e-08,9.208131945807039e-10,8.646252620808691e-10,9.37952335142663e-10,9.35726984699511e-10,9.52476835802887e-10,8.681006399174605e-10,6.871377818450326e-10,1.4448323585948308e-08,1.3771461656225921e-08,6.774605858544042e+18,2.756889910566933e+18,9.27826e-09
1.0,0.0,43.78643070691845,0.9623591763988204,1.2552133197397764e-15,4.1604509548446296e-08,4.5832571913615656e-08,9.208131945807039e-10,8.646252620808691e-10,9.37952335142663e-10,9.35726984699511e-10,9.52476835802887e-10,8.681006399174605e-10,6.871377818450326e-10,1.4448323585948308e-08,1.3771461656225921e-08,6.774605858544042e+18,2.756889910566933e+18,1.019468e-08
1.0,1.0,43.78643070691845,0.9623591763988204,1.2552133197397764e-15,4.1604509548446296e-08,4.5832571913615656e-08,9.208131945807039e-10,8.646252620808691e-10,9.37952335142663e-10,9.35726984699511e-10,9.52476835802887e-10,8.681006399174605e-10,6.871377818450326e-10,1.4448323585948308e-08,1.3771461656225921e-08,6.774605858544042e+18,2.756889910566933e+18,9.782505e-09
0.0,0.0,73.73408594703551,1.039268697763092,1.145076338961357e-15,4.5562529879730233e-08,4.598388661705875e-08,8.95212796855612e-10,9.390428421499424e-10,9.063449103819563e-10,9.099929004938115e-10,8.886413586680054e-10,9.42366621285933e-10,6.333611138457022e-10,1.4620229328385184e-08,1.386966155433676e-08,6.608224617251543e+18,2.741527579172752e+18,4.216269e-09
0.0,1.0,73.73408594703551,1.039268697763092,1.145076338961357e-15,4.5562529879730233e-08,4.598388661705875e-08,8.95212796855612e-10,9.390428421499424e-10,9.063449103819563e-10,9.099929004938115e-10,8.886413586680054e-10,9.42366621285933e-10,6.333611138457022e-10,1.4620229328385184e-08,1.386966155433676e-08,6.608224617251543e+18,2.741527579172752e+18,5.689571e-09
1.0,0.0,73.73408594703551,1.039268697763092,1.145076338961357e-15,4.5562529879730233e-08,4.598388661705875e-08,8.95212796855612e-10,9.390428421499424e-10,9.063449103819563e-10,9.099929004938115e-10,8.886413586680054e-10,9.42366621285933e-10,6.333611138457022e-10,1.4620229328385184e-08,1.386966155433676e-08,6.608224617251543e+18,2.741527579172752e+18,4.984594e-09
1.0,1.0,73.73408594703551,1.039268697763092,1.145076338961357e-15,4.5562529879730233e-08,4.598388661705875e-08,8.95212796855612e-10,9.390428421499424e-10,9.063449103819563e-10,9.099929004938115e-10,8.886413586680054e-10,9.42366621285933e-10,6.333611138457022e-10,1.4620229328385184e-08,1.386966155433676e-08,6.608224617251543e+18,2.741527579172752e+18,8.104789e-09
0.0,0.0,53.49740769289589,0.9755503678584962,1.757606290604507e-15,4.4876484529812974e-08,4.4615024796779284e-08,8.959889532099466e-10,9.268578081866979e-10,8.788523594247764e-10,9.38483034797166e-10,8.9377262597764e-10,9.414401753807062e-10,6.666181264287903e-10,1.3618503221112428e-08,1.4586947301498153e-08,6.486555156077027e+18,2.959678081037688e+18,5.001234e-09
0.0,1.0,53.49740769289589,0.9755503678584962,1.757606290604507e-15,4.4876484529812974e-08,4.4615024796779284e-08,8.959889532099466e-10,9.268578081866979e-10,8.788523594247764e-10,9.38483034797166e-10,8.9377262597764e-10,9.414401753807062e-10,6.666181264287903e-10,1.3618503221112428e-08,1.4586947301498153e-08,6.486555156077027e+18,2.959678081037688e+18,5.636469e-09
1.0,0.0,53.49740769289589,0.9755503678584962,1.757606290604507e-15,4.4876484529812974e-08,4.4615024796779284e-08,8.959889532099466e-10,9.268578081866979e-10,8.788523594247764e-10,9.38483034797166e-10,8.9377262597764e-10,9.414401753807062e-10,6.666181264287903e-10,1.3618503221112428e-08,1.4586947301498153e-08,6.486555156077027e+18,2.959678081037688e+18,5.342124e-09
1.0,1.0,53.49740769289589,0.9755503678584962,1.757606290604507e-15,4.4876484529812974e-08,4.4615024796779284e-08,8.959889532099466e-10,9.268578081866979e-10,8.788523594247764e-10,9.38483034797166e-10,8.9377262597764e-10,9.414401753807062e-10,6.666181264287903e-10,1.3618503221112428e-08,1.4586947301498153e-08,6.486555156077027e+18,2.959678081037688e+18,8.421666e-09
0.0,0.0,43.07897293944144,0.935920735511927,7.329317642991694e-16,4.428056547738929e-08,4.494228501264157e-08,9.323323141792874e-10,9.412489219917895e-10,9.203992453273531e-10,9.017640737285739e-10,9.58554735958756e-10,9.108380389158551e-10,6.277698428814414e-10,1.3346037929914988e-08,1.3026237009603749e-08,6.77281954474901e+18,2.9320120706547087e+18,1.9265e-09
0.0,1.0,43.07897293944144,0.935920735511927,7.329317642991694e-16,4.428056547738929e-08,4.494228501264157e-08,9.323323141792874e-10,9.412489219917895e-10,9.203992453273531e-10,9.017640737285739e-10,9.58554735958756e-10,9.108380389158551e-10,6.277698428814414e-10,1.3346037929914988e-08,1.3026237009603749e-08,6.77281954474901e+18,2.9320120706547087e+18,3.127639e-09
1.0,0.0,43.07897293944144,0.935920735511927,7.329317642991694e-16,4.428056547738929e-08,4.494228501264157e-08,9.323323141792874e-10,9.412489219917895e-10,9.203992453273531e-10,9.017640737285739e-10,9.58554735958756e-10,9.108380389158551e-10,6.277698428814414e-10,1.3346037929914988e-08,1.3026237009603749e-08,6.77281954474901e+18,2.9320120706547087e+18,2.545327e-09
1.0,1.0,43.07897293944144,0.935920735511927,7.329317642991694e-16,4.428056547738929e-08,4.494228501264157e-08,9.323323141792874e-10,9.412489219917895e-10,9.203992453273531e-10,9.017640737285739e-10,9.58554735958756e-10,9.108380389158551e-10,6.277698428814414e-10,1.3346037929914988e-08,1.3026237009603749e-08,6.77281954474901e+18,2.9320120706547087e+18,5.149997e-09
0.0,0.0,21.257863881002848,0.9049357456782664,3.660191770653802e-15,4.4548357820214886e-08,4.56064715149935e-08,8.661952257372975e-10,8.600336503621647e-10,8.791102003841673e-10,9.121506314774292e-10,8.745249103677292e-10,8.861982741455157e-10,6.40041427084162e-10,1.4480871191460617e-08,1.4018700013055628e-08,6.652557388130676e+18,2.794058261046309e+18,2.222241e-09
0.0,1.0,21.257863881002848,0.9049357456782664,3.660191770653802e-15,4.4548357820214886e-08,4.56064715149935e-08,8.661952257372975e-10,8.600336503621647e-10,8.791102003841673e-10,9.121506314774292e-10,8.745249103677292e-10,8.861982741455157e-10,6.40041427084162e-10,1.4480871191460617e-08,1.4018700013055628e-08,6.652557388130676e+18,2.794058261046309e+18,3.799233e-09
1.0,0.0,21.257863881002848,0.9049357456782664,3.660191770653802e-15,4.4548357820214886e-08,4.56064715149935e-08,8.661952257372975e-10,8.600336503621647e-10,8.791102003841673e-10,9.121506314774292e-10,8.745249103677292e-10,8.861982741455157e-10,6.40041427084162e-10,1.4480871191460617e-08,1.4018700013055628e-08,6.652557388130676e+18,2.794058261046309e+18,3.028634e-09
1.0,1.0,21.257863881002848,0.9049357456782664,3.660191770653802e-15,4.4548357820214886e-08,4.56064715149935e-08,8.661952257372975e-10,8.600336503621647e-10,8.791102003841673e-10,9.121506314774292e-10,8.745249103677292e-10,8.861982741455157e-10,6.40041427084162e-10,1.4480871191460617e-08,1.4018700013055628e-08,6.652557388130676e+18,2.794058261046309e+18,6.737524e-09
0.0,0.0,61.2609403519981,0.9134499262926498,1.7198477280355884e-15,4.580548187168454e-08,4.575651536274449e-08,8.780796674140553e-10,8.409412593064192e-10,8.91288086975884e-10,9.093265776909595e-10,8.79844694179182e-10,9.192471510083003e-10,6.50077636129016e-10,1.3044582313906284e-08,1.3847047705261673e-08,6.175936104810979e+18,2.652539817230695e+18,2.273864e-08
0.0,1.0,61.2609403519981,0.9134499262926498,1.7198477280355884e-15,4.580548187168454e-08,4.575651536274449e-08,8.780796674140553e-10,8.409412593064192e-10,8.91288086975884e-10,9.093265776909595e-10,8.79844694179182e-10,9.192471510083003e-10,6.50077636129016e-10,1.3044582313906284e-08,1.3847047705261673e-08,6.175936104810979e+18,2.652539817230695e+18,1.863223e-08
1.0,0.0,61.2609403519981,0.9134499262926498,1.7198477280355884e-15,4.580548187168454e-08,4.575651536274449e-08,8.780796674140553e-10,8.409412593064192e-10,8.91288086975884e-10,9.093265776909595e-10,8.79844694179182e-10,9.192471510083003e-10,6.50077636129016e-10,1.3044582313906284e-08,1.3847047705261673e-08,6.175936104810979e+18,2.652539817230695e+18,2.072267e-08
1.0,1.0,61.2609403519981,0.9134499262926498,1.7198477280355884e-15,4.580548187168454e-08,4.575651536274449e-08,8.780796674140553e-10,8.409412593064192e-10,8.91288086975884e-10,9.093265776909595e-10,8.79844694179182e-10,9.192471510083003e-10,6.50077636129016e-10,1.3044582313906284e-08,1.3847047705261673e-08,6.175936104810979e+18,2.652539817230695e+18,1.150161e-08
0.0,0.0,23.765698027284657,1.0358785546997136,6.20602517768273e-16,4.43792940164255e-08,4.328402895060189e-08,8.884536057245615e-10,8.801983103959773e-10,9.39833480878739e-10,8.960074130150024e-10,9.4508109615634e-10,8.943670805972301e-10,6.570714602774182e-10,1.3427576558948246e-08,1.4679377044190526e-08,7.047379785410466e+18,2.535678892141828e+18,5.766333e-09
0.0,1.0,23.765698027284657,1.0358785546997136,6.20602517768273e-16,4.43792940164255e-08,4.328402895060189e-08,8.884536057245615e-10,8.801983103959773e-10,9.39833480878739e-10,8.960074130150024e-10,9.4508109615634e-10,8.943670805972301e-10,6.570714602774182e-10,1.3427576558948246e-08,1.4679377044190526e-08,7.047379785410466e+18,2.535678892141828e+18,5.881438e-09
1.0,0.0,23.765698027284657,1.0358785546997136,6.20602517768273e-16,4.43792940164255e-08,4.328402895060189e-08,8.884536057245615e-10,8.801983103959773e-10,9.39833480878739e-10,8.960074130150024e-10,9.4508109615634e-10,8.943670805972301e-10,6.570714602774182e-10,1.3427576558948246e-08,1.4679377044190526e-08,7.047379785410466e+18,2.535678892141828e+18,5.849307e-09
1.0,1.0,23.765698027284657,1.0358785546997136,6.20602517768273e-16,4.43792940164255e-08,4.328402895060189e-08,8.884536057245615e-10,8.801983103959773e-10,9.39833480878739e-10,8.960074130150024e-10,9.4508109615634e-10,8.943670805972301e-10,6.570714602774182e-10,1.3427576558948246e-08,1.4679377044190526e-08,7.047379785410466e+18,2.535678892141828e+18,8.669187e-09
0.0,0.0,105.51914014077435,0.9907393689112092,2.972062908820647e-15,4.3354612542400336e-08,4.392063921612307e-08,9.028305476795119e-10,9.052745685988807e-10,8.96961555413478e-10,9.391703054639675e-10,9.273048058886759e-10,8.911091299412245e-10,6.821344536060991e-10,1.4451474870023442e-08,1.4025896371873774e-08,6.883482967442626e+18,2.698880178375334e+18,7.261819e-09
0.0,1.0,105.51914014077435,0.9907393689112092,2.972062908820647e-15,4.3354612542400336e-08,4.392063921612307e-08,9.028305476795119e-10,9.052745685988807e-10,8.96961555413478e-10,9.391703054639675e-10,9.273048058886759e-10,8.911091299412245e-10,6.821344536060991e-10,1.4451474870023442e-08,1.4025896371873774e-08,6.883482967442626e+18,2.698880178375334e+18,8.146342e-09
1.0,0.0,105.51914014077435,0.9907393689112092,2.972062908820647e-15,4.3354612542400336e-08,4.392063921612307e-08,9.028305476795119e-10,9.052745685988807e-10,8.96961555413478e-10,9.391703054639675e-10,9.273048058886759e-10,8.911091299412245e-10,6.821344536060991e-10,1.4451474870023442e-08,1.4025896371873774e-08,6.883482967442626e+18,2.698880178375334e+18,7.722649e-09
1.0,1.0,105.51914014077435,0.9907393689112092,2.972062908820647e-15,4.3354612542400336e-08,4.392063921612307e-08,9.028305476795119e-10,9.052745685988807e-10,8.96961555413478e-10,9.391703054639675e-10,9.273048058886759e-10,8.911091299412245e-10,6.821344536060991e-10,1.4451474870023442e-08,1.4025896371873774e-08,6.883482967442626e+18,2.698880178375334e+18,1.007947e-08
0.0,0.0,118.45929689018529,1.0073158422217443,9.064443938359393e-16,4.360895560789055e-08,4.3154180931531923e-08,8.987348564612827e-10,9.149607082472947e-10,8.75905758379751e-10,8.950497227557685e-10,9.232271188698176e-10,9.168348089551744e-10,6.489148761016016e-10,1.3974168810922884e-08,1.4692965279393311e-08,6.463553585067134e+18,2.787808763040456e+18,3.430928e-09
0.0,1.0,118.45929689018529,1.0073158422217443,9.064443938359393e-16,4.360895560789055e-08,4.3154180931531923e-08,8.987348564612827e-10,9.149607082472947e-10,8.75905758379751e-10,8.950497227557685e-10,9.232271188698176e-10,9.168348089551744e-10,6.489148761016016e-10,1.3974168810922884e-08,1.4692965279393311e-08,6.463553585067134e+18,2.787808763040456e+18,4.709194e-09
1.0,0.0,118.45929689018529,1.0073158422217443,9.064443938359393e-16,4.360895560789055e-08,4.3154180931531923e-08,8.987348564612827e-10,9.149607082472947e-10,8.75905758379751e-10,8.950497227557685e-10,9.232271188698176e-10,9.168348089551744e-10,6.489148761016016e-10,1.3974168810922884e-08,1.4692965279393311e-08,6.463553585067134e+18,2.787808763040456e+18,4.094955e-09
1.0,1.0,118.45929689018529,1.0073158422217443,9.064443938359393e-16,4.360895560789055e-08,4.3154180931531923e-08,8.987348564612827e-10,9.149607082472947e-10,8.75905758379751e-10,8.950497227557685e-10,9.232271188698176e-10,9.168348089551744e-10,6.489148761016016e-10,1.3974168810922884e-08,1.4692965279393311e-08,6.463553585067134e+18,2.787808763040456e+18,6.688624e-09
0.0,0.0,14.01947338863998,1.0793342586080683,2.997010401816917e-16,4.633250829299527e-08,4.423964007774476e-08,8.913933842283026e-10,9.314391646790415e-10,8.86069869256935e-10,9.040029936942343e-10,9.171891114849215e-10,8.87757361107758e-10,6.317216618583881e-10,1.3876829237323413e-08,1.3008851324912073e-08,6.581880522043337e+18,2.9307309765480136e+18,7.906662e-09
0.0,1.0,14.01947338863998,1.0793342586080683,2.997010401816917e-16,4.633250829299527e-08,4.423964007774476e-08,8.913933842283026e-10,9.314391646790415e-10,8.86069869256935e-10,9.040029936942343e-10,9.171891114849215e-10,8.87757361107758e-10,6.317216618583881e-10,1.3876829237323413e-08,1.3008851324912073e-08,6.581880522043337e+18,2.9307309765480136e+18,6.633168e-09
1.0,0.0,14.01947338863998,1.0793342586080683,2.997010401816917e-16,4.633250829299527e-08,4.423964007774476e-08,8.913933842283026e-10,9.314391646790415e-10,8.86069869256935e-10,9.040029936942343e-10,9.171891114849215e-10,8.87757361107758e-10,6.317216618583881e-10,1.3876829237323413e-08,1.3008851324912073e-08,6.581880522043337e+18,2.9307309765480136e+18,7.280288e-09
1.0,1.0,14.01947338863998,1.0793342586080683,2.997010401816917e-16,4.633250829299527e-08,4.423964007774476e-08,8.913933842283026e-10,9.314391646790415e-10,8.86069869256935e-10,9.040029936942343e-10,9.171891114849215e-10,8.87757361107758e-10,6.317216618583881e-10,1.3876829237323413e-08,1.3008851324912073e-08,6.581880522043337e+18,2.9307309765480136e+18,5.898804e-09
0.0,0.0,87.51050685487962,1.098067789479341,8.248277887034668e-16,4.421288706755668e-08,4.6218500384012754e-08,8.981512079371304e-10,9.085283901242163e-10,9.306537175676599e-10,9.17757664190922e-10,9.209588714421787e-10,9.275639012944084e-10,6.640842427494333e-10,1.4164647749697377e-08,1.4214472955589226e-08,6.786944395832432e+18,2.7391787538212736e+18,1.391755e-08
0.0,1.0,87.51050685487962,1.098067789479341,8.248277887034668e-16,4.421288706755668e-08,4.6218500384012754e-08,8.981512079371304e-10,9.085283901242163e-10,9.306537175676599e-10,9.17757664190922e-10,9.209588714421787e-10,9.275639012944084e-10,6.640842427494333e-10,1.4164647749697377e-08,1.4214472955589226e-08,6.786944395832432e+18,2.7391787538212736e+18,1.235831e-08
1.0,0.0,87.51050685487962,1.098067789479341,8.248277887034668e-16,4.421288706755668e-08,4.6218500384012754e-08,8.981512079371304e-10,9.085283901242163e-10,9.306537175676599e-10,9.17757664190922e-10,9.209588714421787e-10,9.275639012944084e-10,6.640842427494333e-10,1.4164647749697377e-08,1.4214472955589226e-08,6.786944395832432e+18,2.7391787538212736e+18,1.317235e-08
1.0,1.0,87.51050685487962,1.098067789479341,8.248277887034668e-16,4.421288706755668e-08,4.6218500384012754e-08,8.981512079371304e-10,9.085283901242163e-10,9.306537175676599e-10,9.17757664190922e-10,9.209588714421787e-10,9.275639012944084e-10,6.640842427494333e-10,1.4164647749697377e-08,1.4214472955589226e-08,6.786944395832432e+18,2.7391787538212736e+18,1.068828e-08
0.0,0.0,40.20108555552281,0.9433793968796949,2.1057741121252184e-15,4.292208362434921e-08,4.581940780041565e-08,8.967808417112645e-10,9.522800634196687e-10,8.83423779797498e-10,8.8021369055066e-10,9.1717522848278e-10,9.386451036217962e-10,6.421096541401587e-10,1.3928705269012142e-08,1.4130693668017584e-08,6.462689828249009e+18,2.847116109258447e+18,3.446947e-09
0.0,1.0,40.20108555552281,0.9433793968796949,2.1057741121252184e-15,4.292208362434921e-08,4.581940780041565e-08,8.967808417112645e-10,9.522800634196687e-10,8.83423779797498e-10,8.8021369055066e-10,9.1717522848278e-10,9.386451036217962e-10,6.421096541401587e-10,1.3928705269012142e-08,1.4130693668017584e-08,6.462689828249009e+18,2.847116109258447e+18,5.972592e-09
1.0,0.0,40.20108555552281,0.9433793968796949,2.1057741121252184e-15,4.292208362434921e-08,4.581940780041565e-08,8.967808417112645e-10,9.522800634196687e-10,8.83423779797498e-10,8.8021369055066e-10,9.1717522848278e-10,9.386451036217962e-10,6.421096541401587e-10,1.3928705269012142e-08,1.4130693668017584e-08,6.462689828249009e+18,2.847116109258447e+18,4.735131e-09
1.0,1.0,40.20108555552281,0.9433793968796949,2.1057741121252184e-15,4.292208362434921e-08,4.581940780041565e-08,8.967808417112645e-10,9.522800634196687e-10,8.83423779797498e-10,8.8021369055066e-10,9.1717522848278e-10,9.386451036217962e-10,6.421096541401587e-10,1.3928705269012142e-08,1.4130693668017584e-08,6.462689828249009e+18,2.847116109258447e+18,1.057992e-08
0.0,0.0,47.24802099690781,1.0326156406200202,3.470609769917905e-15,4.515326749041595e-08,4.335285305945616e-08,8.784118683434463e-10,8.933218295715502e-10,8.883938745944806e-10,9.100353279448379e-10,9.615669095462287e-10,8.94251271620022e-10,6.551714340368562e-10,1.339394619632389e-08,1.4648915851301171e-08,6.658242887915021e+18,2.921630223087187e+18,9.376645e-09
0.0,1.0,47.24802099690781,1.0326156406200202,3.470609769917905e-15,4.515326749041595e-08,4.335285305945616e-08,8.784118683434463e-10,8.933218295715502e-10,8.883938745944806e-10,9.100353279448379e-10,9.615669095462287e-10,8.94251271620022e-10,6.551714340368562e-10,1.339394619632389e-08,1.4648915851301171e-08,6.658242887915021e+18,2.921630223087187e+18,7.849053e-09
1.0,0.0,47.24802099690781,1.0326156406200202,3.470609769917905e-15,4.515326749041595e-08,4.335285305945616e-08,8.784118683434463e-10,8.933218295715502e-10,8.883938745944806e-10,9.100353279448379e-10,9.615669095462287e-10,8.94251271620022e-10,6.551714340368562e-10,1.339394619632389e-08,1.4648915851301171e-08,6.658242887915021e+18,2.921630223087187e+18,8.6295e-09
1.0,1.0,47.24802099690781,1.0326156406200202,3.470609769917905e-15,4.515326749041595e-08,4.335285305945616e-08,8.784118683434463e-10,8.933218295715502e-10,8.883938745944806e-10,9.100353279448379e-10,9.615669095462287e-10,8.94251271620022e-10,6.551714340368562e-10,1.339394619632389e-08,1.4648915851301171e-08,6.658242887915021e+18,2.921630223087187e+18,7.42644e-09
0.0,0.0,111.607394892679,0.9526644753474302,3.211089415008589e-15,4.5757492082670014e-08,4.576840009023897e-08,8.756102103433775e-10,8.72607623458746e-10,8.84691217810991e-10,8.981866049678879e-10,9.077901240516643e-10,8.78040483742956e-10,6.474818471433485e-10,1.459550182813622e-08,1.3234037315882586e-08,6.739325335940486e+18,2.8119967229065646e+18,4.214694e-09
0.0,1.0,111.607394892679,0.9526644753474302,3.211089415008589e-15,4.5757492082670014e-08,4.576840009023897e-08,8.756102103433775e-10,8.72607623458746e-10,8.84691217810991e-10,8.981866049678879e-10,9.077901240516643e-10,8.78040483742956e-10,6.474818471433485e-10,1.459550182813622e-08,1.3234037315882586e-08,6.739325335940486e+18,2.8119967229065646e+18,6.48497e-09
1.0,0.0,111.607394892679,0.9526644753474302,3.211089415008589e-15,4.5757492082670014e-08,4.576840009023897e-08,8.756102103433775e-10,8.72607623458746e-10,8.84691217810991e-10,8.981866049678879e-10,9.077901240516643e-10,8.78040483742956e-10,6.474818471433485e-10,1.459550182813622e-08,1.3234037315882586e-08,6.739325335940486e+18,2.8119967229065646e+18,5.384981e-09
1.0,1.0,111.607394892679,0.9526644753474302,3.211089415008589e-15,4.5757492082670014e-08,4.576840009023897e-08,8.756102103433775e-10,8.72607623458746e-10,8.84691217810991e-10,8.981866049678879e-10,9.077901240516643e-10,8.78040483742956e-10,6.474818471433485e-10,1.459550182813622e-08,1.3234037315882586e-08,6.739325335940486e+18,2.8119967229065646e+18,1.004948e-08
0.0,0.0,-42.21350952438035,0.9041301998931458,3.5977837005527455e-17,4.699344112132984e-08,4.512876465801369e-08,9.082354907317179e-10,8.495634535351667e-10,9.055177648302091e-10,9.080966047638775e-10,9.150512115541482e-10,9.678792410346444e-10,6.078917682221189e-10,1.4618339891347181e-08,1.3927649956211449e-08,6.280121053324204e+18,2.786704865579708e+18,9.952495e-09
0.0,1.0,-42.21350952438035,0.9041301998931458,3.5977837005527455e-17,4.699344112132984e-08,4.512876465801369e-08,9.082354907317179e-10,8.495634535351667e-10,9.055177648302091e-10,9.080966047638775e-10,9.150512115541482e-10,9.678792410346444e-10,6.078917682221189e-10,1.4618339891347181e-08,1.3927649956211449e-08,6.280121053324204e+18,2.786704865579708e+18,7.394015e-09
1.0,0.0,-42.21350952438035,0.9041301998931458,3.5977837005527455e-17,4.699344112132984e-08,4.512876465801369e-08,9.082354907317179e-10,8.495634535351667e-10,9.055177648302091e-10,9.080966047638775e-10,9.150512115541482e-10,9.678792410346444e-10,6.078917682221189e-10,1.4618339891347181e-08,1.3927649956211449e-08,6.280121053324204e+18,2.786704865579708e+18,8.686319e-09
1.0,1.0,-42.21350952438035,0.9041301998931458,3.5977837005527455e-17,4.699344112132984e-08,4.512876465801369e-08,9.082354907317179e-10,8.495634535351667e-10,9.055177648302091e-10,9.080966047638775e-10,9.150512115541482e-10,9.678792410346444e-10,6.078917682221189e-10,1.4618339891347181e-08,1.3927649956211449e-08,6.280121053324204e+18,2.786704865579708e+18,8.339711e-09
0.0,0.0,-39.31672605372268,1.0516757307672284,3.9685203560452896e-15,4.5326855080682505e-08,4.4259109939371123e-08,8.732725475101342e-10,8.733308592571363e-10,8.884353071887315e-10,9.181622079180864e-10,9.750297633602356e-10,8.911650460973125e-10,6.610131490212026e-10,1.4095821863096381e-08,1.4030828122167027e-08,6.369494765057047e+18,2.677848738671063e+18,1.127911e-09
0.0,1.0,-39.31672605372268,1.0516757307672284,3.9685203560452896e-15,4.5326855080682505e-08,4.4259109939371123e-08,8.732725475101342e-10,8.733308592571363e-10,8.884353071887315e-10,9.181622079180864e-10,9.750297633602356e-10,8.911650460973125e-10,6.610131490212026e-10,1.4095821863096381e-08,1.4030828122167027e-08,6.369494765057047e+18,2.677848738671063e+18,1.317005e-09
1.0,0.0,-39.31672605372268,1.0516757307672284,3.9685203560452896e-15,4.5326855080682505e-08,4.4259109939371123e-08,8.732725475101342e-10,8.733308592571363e-10,8.884353071887315e-10,9.181622079180864e-10,9.750297633602356e-10,8.911650460973125e-10,6.610131490212026e-10,1.4095821863096381e-08,1.4030828122167027e-08,6.369494765057047e+18,2.677848738671063e+18,1.22783e-09
1.0,1.0,-39.31672605372268,1.0516757307672284,3.9685203560452896e-15,4.5326855080682505e-08,4.4259109939371123e-08,8.732725475101342e-10,8.733308592571363e-10,8.884353071887315e-10,9.181622079180864e-10,9.750297633602356e-10,8.911650460973125e-10,6.610131490212026e-10,1.4095821863096381e-08,1.4030828122167027e-08,6.369494765057047e+18,2.677848738671063e+18,2.08543e-09
0.0,0.0,-51.36068846074137,0.9640034301644936,1.6850820145278456e-15,4.401043312918549e-08,4.289031051734455e-08,8.652793422242742e-10,9.072635388295535e-10,8.519449185308237e-10,8.954693155570197e-10,9.208436308622484e-10,8.997617570435284e-10,6.626396401477948e-10,1.4021062540534936e-08,1.3768628769212237e-08,6.699638486192293e+18,2.687768971234253e+18,3.728995e-09
0.0,1.0,-51.36068846074137,0.9640034301644936,1.6850820145278456e-15,4.401043312918549e-08,4.289031051734455e-08,8.652793422242742e-10,9.072635388295535e-10,8.519449185308237e-10,8.954693155570197e-10,9.208436308622484e-10,8.997617570435284e-10,6.626396401477948e-10,1.4021062540534936e-08,1.3768628769212237e-08,6.699638486192293e+18,2.687768971234253e+18,3.922756e-09
1.0,0.0,-51.36068846074137,0.9640034301644936,1.6850820145278456e-15,4.401043312918549e-08,4.289031051734455e-08,8.652793422242742e-10,9.072635388295535e-10,8.519449185308237e-10,8.954693155570197e-10,9.208436308622484e-10,8.997617570435284e-10,6.626396401477948e-10,1.4021062540534936e-08,1.3768628769212237e-08,6.699638486192293e+18,2.687768971234253e+18,3.841606e-09
1.0,1.0,-51.36068846074137,0.9640034301644936,1.6850820145278456e-15,4.401043312918549e-08,4.289031051734455e-08,8.652793422242742e-10,9.072635388295535e-10,8.519449185308237e-10,8.954693155570197e-10,9.208436308622484e-10,8.997617570435284e-10,6.626396401477948e-10,1.4021062540534936e-08,1.3768628769212237e-08,6.699638486192293e+18,2.687768971234253e+18,6.332583e-09
0.0,0.0,94.87157219862884,0.9766927788343795,3.401781297868294e-15,4.571101180091554e-08,4.473776494257335e-08,8.90631232466229e-10,8.733383922793911e-10,8.733845717446485e-10,9.132510094188423e-10,9.88448502612105e-10,9.265325264678499e-10,6.700764366466863e-10,1.5091824909476028e-08,1.4567736266413372e-08,6.59984313671558e+18,2.83883596587881e+18,4.866673e-09
0.0,1.0,94.87157219862884,0.9766927788343795,3.401781297868294e-15,4.571101180091554e-08,4.473776494257335e-08,8.90631232466229e-10,8.733383922793911e-10,8.733845717446485e-10,9.132510094188423e-10,9.88448502612105e-10,9.265325264678499e-10,6.700764366466863e-10,1.5091824909476028e-08,1.4567736266413372e-08,6.59984313671558e+18,2.83883596587881e+18,8.768322e-09
1.0,0.0,94.87157219862884,0.9766927788343795,3.401781297868294e-15,4.571101180091554e-08,4.473776494257335e-08,8.90631232466229e-10,8.733383922793911e-10,8.733845717446485e-10,9.132510094188423e-10,9.88448502612105e-10,9.265325264678499e-10,6.700764366466863e-10,1.5091824909476028e-08,1.4567736266413372e-08,6.59984313671558e+18,2.83883596587881e+18,6.861212e-09
1.0,1.0,94.87157219862884,0.9766927788343795,3.401781297868294e-15,4.571101180091554e-08,4.473776494257335e-08,8.90631232466229e-10,8.733383922793911e-10,8.733845717446485e-10,9.132510094188423e-10,9.88448502612105e-10,9.265325264678499e-10,6.700764366466863e-10,1.5091824909476028e-08,1.4567736266413372e-08,6.59984313671558e+18,2.83883596587881e+18,1.529524e-08
0.0,0.0,85.06821517097308,1.0176634227107213,1.730391268175949e-16,4.6090762305030655e-08,4.6019916009173933e-08,8.952699895150853e-10,9.281022739060575e-10,8.720163287548066e-10,9.601325084054668e-10,9.167806225020855e-10,9.383806607573503e-10,6.890100265199717e-10,1.3870998005659277e-08,1.3841948313458812e-08,6.700155921401355e+18,2.78124863023458e+18,1.993949e-08
