Vin_A,Vin_B,temp,pvdd,cqload,lmin,wmin,toxe_n,toxm_n,toxref_n,toxe_p,toxm_p,toxref_p,toxp_par,xj_n,xj_p,ndep_n,ndep_p,delay_LH_NodeA,delay_HL_NodeA,delay_LH_NodeB,delay_HL_NodeB
0.0,0.0,43.07897293944144,0.935920735511927,7.329317642991694e-16,4.428056547738929e-08,4.494228501264157e-08,9.323323141792876e-10,9.412489219917895e-10,9.203992453273531e-10,9.017640737285741e-10,9.58554735958756e-10,9.108380389158551e-10,6.277698428814414e-10,1.3346037929914988e-08,1.3026237009603749e-08,6.77281954474901e+18,2.9320120706547087e+18,1.1681e-10,6.90075e-11,7.78885e-11,7.97185e-11
0.0,1.0,43.07897293944144,0.935920735511927,7.329317642991694e-16,4.428056547738929e-08,4.494228501264157e-08,9.323323141792876e-10,9.412489219917895e-10,9.203992453273531e-10,9.017640737285741e-10,9.58554735958756e-10,9.108380389158551e-10,6.277698428814414e-10,1.3346037929914988e-08,1.3026237009603749e-08,6.77281954474901e+18,2.9320120706547087e+18,1.1681e-10,6.90075e-11,7.78885e-11,7.97185e-11
1.0,0.0,43.07897293944144,0.935920735511927,7.329317642991694e-16,4.428056547738929e-08,4.494228501264157e-08,9.323323141792876e-10,9.412489219917895e-10,9.203992453273531e-10,9.017640737285741e-10,9.58554735958756e-10,9.108380389158551e-10,6.277698428814414e-10,1.3346037929914988e-08,1.3026237009603749e-08,6.77281954474901e+18,2.9320120706547087e+18,1.1681e-10,6.90075e-11,7.78885e-11,7.97185e-11
1.0,1.0,43.07897293944144,0.935920735511927,7.329317642991694e-16,4.428056547738929e-08,4.494228501264157e-08,9.323323141792876e-10,9.412489219917895e-10,9.203992453273531e-10,9.017640737285741e-10,9.58554735958756e-10,9.108380389158551e-10,6.277698428814414e-10,1.3346037929914988e-08,1.3026237009603749e-08,6.77281954474901e+18,2.9320120706547087e+18,1.1681e-10,6.90075e-11,7.78885e-11,7.97185e-11
0.0,0.0,21.257863881002848,0.9049357456782664,3.660191770653802e-15,4.4548357820214886e-08,4.560647151499349e-08,8.661952257372976e-10,8.600336503621648e-10,8.791102003841674e-10,9.121506314774292e-10,8.745249103677293e-10,8.861982741455158e-10,6.400414270841621e-10,1.4480871191460617e-08,1.4018700013055628e-08,6.652557388130676e+18,2.794058261046309e+18,1.66876e-10,1.25376e-10,1.34364e-10,1.32876e-10
0.0,1.0,21.257863881002848,0.9049357456782664,3.660191770653802e-15,4.4548357820214886e-08,4.560647151499349e-08,8.661952257372976e-10,8.600336503621648e-10,8.791102003841674e-10,9.121506314774292e-10,8.745249103677293e-10,8.861982741455158e-10,6.400414270841621e-10,1.4480871191460617e-08,1.4018700013055628e-08,6.652557388130676e+18,2.794058261046309e+18,1.66876e-10,1.25376e-10,1.34364e-10,1.32876e-10
1.0,0.0,21.257863881002848,0.9049357456782664,3.660191770653802e-15,4.4548357820214886e-08,4.560647151499349e-08,8.661952257372976e-10,8.600336503621648e-10,8.791102003841674e-10,9.121506314774292e-10,8.745249103677293e-10,8.861982741455158e-10,6.400414270841621e-10,1.4480871191460617e-08,1.4018700013055628e-08,6.652557388130676e+18,2.794058261046309e+18,1.66876e-10,1.25376e-10,1.34364e-10,1.32876e-10
1.0,1.0,21.257863881002848,0.9049357456782664,3.660191770653802e-15,4.4548357820214886e-08,4.560647151499349e-08,8.661952257372976e-10,8.600336503621648e-10,8.791102003841674e-10,9.121506314774292e-10,8.745249103677293e-10,8.861982741455158e-10,6.400414270841621e-10,1.4480871191460617e-08,1.4018700013055628e-08,6.652557388130676e+18,2.794058261046309e+18,1.66876e-10,1.25376e-10,1.34364e-10,1.32876e-10
0.0,0.0,61.2609403519981,0.9134499262926498,1.7198477280355884e-15,4.580548187168454e-08,4.575651536274449e-08,8.780796674140553e-10,8.409412593064193e-10,8.91288086975884e-10,9.093265776909595e-10,8.798446941791821e-10,9.192471510083003e-10,6.50077636129016e-10,1.3044582313906284e-08,1.3847047705261673e-08,6.175936104810979e+18,2.652539817230695e+18,1.87592e-10,1.16793e-10,1.4212e-10,1.26955e-10
0.0,1.0,61.2609403519981,0.9134499262926498,1.7198477280355884e-15,4.580548187168454e-08,4.575651536274449e-08,8.780796674140553e-10,8.409412593064193e-10,8.91288086975884e-10,9.093265776909595e-10,8.798446941791821e-10,9.192471510083003e-10,6.50077636129016e-10,1.3044582313906284e-08,1.3847047705261673e-08,6.175936104810979e+18,2.652539817230695e+18,1.87592e-10,1.16793e-10,1.4212e-10,1.26955e-10
1.0,0.0,61.2609403519981,0.9134499262926498,1.7198477280355884e-15,4.580548187168454e-08,4.575651536274449e-08,8.780796674140553e-10,8.409412593064193e-10,8.91288086975884e-10,9.093265776909595e-10,8.798446941791821e-10,9.192471510083003e-10,6.50077636129016e-10,1.3044582313906284e-08,1.3847047705261673e-08,6.175936104810979e+18,2.652539817230695e+18,1.87592e-10,1.16793e-10,1.4212e-10,1.26955e-10
1.0,1.0,61.2609403519981,0.9134499262926498,1.7198477280355884e-15,4.580548187168454e-08,4.575651536274449e-08,8.780796674140553e-10,8.409412593064193e-10,8.91288086975884e-10,9.093265776909595e-10,8.798446941791821e-10,9.192471510083003e-10,6.50077636129016e-10,1.3044582313906284e-08,1.3847047705261673e-08,6.175936104810979e+18,2.652539817230695e+18,1.87592e-10,1.16793e-10,1.4212e-10,1.26955e-10
0.0,0.0,23.765698027284657,1.0358785546997136,6.20602517768273e-16,4.43792940164255e-08,4.328402895060189e-08,8.884536057245616e-10,8.801983103959774e-10,9.398334808787392e-10,8.960074130150025e-10,9.4508109615634e-10,8.943670805972302e-10,6.570714602774182e-10,1.3427576558948246e-08,1.4679377044190526e-08,7.047379785410466e+18,2.535678892141828e+18,9.17987e-11,5.68084e-11,5.90532e-11,6.47574e-11
0.0,1.0,23.765698027284657,1.0358785546997136,6.20602517768273e-16,4.43792940164255e-08,4.328402895060189e-08,8.884536057245616e-10,8.801983103959774e-10,9.398334808787392e-10,8.960074130150025e-10,9.4508109615634e-10,8.943670805972302e-10,6.570714602774182e-10,1.3427576558948246e-08,1.4679377044190526e-08,7.047379785410466e+18,2.535678892141828e+18,9.17987e-11,5.68084e-11,5.90532e-11,6.47574e-11
1.0,0.0,23.765698027284657,1.0358785546997136,6.20602517768273e-16,4.43792940164255e-08,4.328402895060189e-08,8.884536057245616e-10,8.801983103959774e-10,9.398334808787392e-10,8.960074130150025e-10,9.4508109615634e-10,8.943670805972302e-10,6.570714602774182e-10,1.3427576558948246e-08,1.4679377044190526e-08,7.047379785410466e+18,2.535678892141828e+18,9.17987e-11,5.68084e-11,5.90532e-11,6.47574e-11
1.0,1.0,23.765698027284657,1.0358785546997136,6.20602517768273e-16,4.43792940164255e-08,4.328402895060189e-08,8.884536057245616e-10,8.801983103959774e-10,9.398334808787392e-10,8.960074130150025e-10,9.4508109615634e-10,8.943670805972302e-10,6.570714602774182e-10,1.3427576558948246e-08,1.4679377044190526e-08,7.047379785410466e+18,2.535678892141828e+18,9.17987e-11,5.68084e-11,5.90532e-11,6.47574e-11
0.0,0.0,105.51914014077435,0.9907393689112092,2.972062908820647e-15,4.3354612542400336e-08,4.392063921612307e-08,9.028305476795121e-10,9.052745685988807e-10,8.96961555413478e-10,9.391703054639675e-10,9.273048058886759e-10,8.911091299412245e-10,6.821344536060992e-10,1.4451474870023442e-08,1.4025896371873774e-08,6.883482967442626e+18,2.698880178375334e+18,3.23834e-10,2.08569e-10,2.63587e-10,2.21537e-10
0.0,1.0,105.51914014077435,0.9907393689112092,2.972062908820647e-15,4.3354612542400336e-08,4.392063921612307e-08,9.028305476795121e-10,9.052745685988807e-10,8.96961555413478e-10,9.391703054639675e-10,9.273048058886759e-10,8.911091299412245e-10,6.821344536060992e-10,1.4451474870023442e-08,1.4025896371873774e-08,6.883482967442626e+18,2.698880178375334e+18,3.23834e-10,2.08569e-10,2.63587e-10,2.21537e-10
1.0,0.0,105.51914014077435,0.9907393689112092,2.972062908820647e-15,4.3354612542400336e-08,4.392063921612307e-08,9.028305476795121e-10,9.052745685988807e-10,8.96961555413478e-10,9.391703054639675e-10,9.273048058886759e-10,8.911091299412245e-10,6.821344536060992e-10,1.4451474870023442e-08,1.4025896371873774e-08,6.883482967442626e+18,2.698880178375334e+18,3.23834e-10,2.08569e-10,2.63587e-10,2.21537e-10
1.0,1.0,105.51914014077435,0.9907393689112092,2.972062908820647e-15,4.3354612542400336e-08,4.392063921612307e-08,9.028305476795121e-10,9.052745685988807e-10,8.96961555413478e-10,9.391703054639675e-10,9.273048058886759e-10,8.911091299412245e-10,6.821344536060992e-10,1.4451474870023442e-08,1.4025896371873774e-08,6.883482967442626e+18,2.698880178375334e+18,3.23834e-10,2.08569e-10,2.63587e-10,2.21537e-10
0.0,0.0,118.45929689018529,1.0073158422217443,9.064443938359393e-16,4.360895560789055e-08,4.3154180931531923e-08,8.987348564612827e-10,9.149607082472947e-10,8.75905758379751e-10,8.950497227557685e-10,9.232271188698177e-10,9.168348089551744e-10,6.489148761016017e-10,1.3974168810922884e-08,1.4692965279393311e-08,6.463553585067134e+18,2.787808763040456e+18,2.26682e-10,1.27672e-10,1.62588e-10,1.45164e-10
0.0,1.0,118.45929689018529,1.0073158422217443,9.064443938359393e-16,4.360895560789055e-08,4.3154180931531923e-08,8.987348564612827e-10,9.149607082472947e-10,8.75905758379751e-10,8.950497227557685e-10,9.232271188698177e-10,9.168348089551744e-10,6.489148761016017e-10,1.3974168810922884e-08,1.4692965279393311e-08,6.463553585067134e+18,2.787808763040456e+18,2.26682e-10,1.27672e-10,1.62588e-10,1.45164e-10
1.0,0.0,118.45929689018529,1.0073158422217443,9.064443938359393e-16,4.360895560789055e-08,4.3154180931531923e-08,8.987348564612827e-10,9.149607082472947e-10,8.75905758379751e-10,8.950497227557685e-10,9.232271188698177e-10,9.168348089551744e-10,6.489148761016017e-10,1.3974168810922884e-08,1.4692965279393311e-08,6.463553585067134e+18,2.787808763040456e+18,2.26682e-10,1.27672e-10,1.62588e-10,1.45164e-10
1.0,1.0,118.45929689018529,1.0073158422217443,9.064443938359393e-16,4.360895560789055e-08,4.3154180931531923e-08,8.987348564612827e-10,9.149607082472947e-10,8.75905758379751e-10,8.950497227557685e-10,9.232271188698177e-10,9.168348089551744e-10,6.489148761016017e-10,1.3974168810922884e-08,1.4692965279393311e-08,6.463553585067134e+18,2.787808763040456e+18,2.26682e-10,1.27672e-10,1.62588e-10,1.45164e-10
0.0,0.0,14.01947338863998,1.0793342586080683,2.997010401816917e-16,4.633250829299527e-08,4.423964007774476e-08,8.913933842283027e-10,9.314391646790415e-10,8.860698692569351e-10,9.040029936942343e-10,9.171891114849215e-10,8.87757361107758e-10,6.317216618583882e-10,1.3876829237323413e-08,1.3008851324912073e-08,6.581880522043337e+18,2.9307309765480136e+18,8.16892e-11,4.72342e-11,4.81494e-11,5.39138e-11
0.0,1.0,14.01947338863998,1.0793342586080683,2.997010401816917e-16,4.633250829299527e-08,4.423964007774476e-08,8.913933842283027e-10,9.314391646790415e-10,8.860698692569351e-10,9.040029936942343e-10,9.171891114849215e-10,8.87757361107758e-10,6.317216618583882e-10,1.3876829237323413e-08,1.3008851324912073e-08,6.581880522043337e+18,2.9307309765480136e+18,8.16892e-11,4.72342e-11,4.81494e-11,5.39138e-11
1.0,0.0,14.01947338863998,1.0793342586080683,2.997010401816917e-16,4.633250829299527e-08,4.423964007774476e-08,8.913933842283027e-10,9.314391646790415e-10,8.860698692569351e-10,9.040029936942343e-10,9.171891114849215e-10,8.87757361107758e-10,6.317216618583882e-10,1.3876829237323413e-08,1.3008851324912073e-08,6.581880522043337e+18,2.9307309765480136e+18,8.16892e-11,4.72342e-11,4.81494e-11,5.39138e-11
1.0,1.0,14.01947338863998,1.0793342586080683,2.997010401816917e-16,4.633250829299527e-08,4.423964007774476e-08,8.913933842283027e-10,9.314391646790415e-10,8.860698692569351e-10,9.040029936942343e-10,9.171891114849215e-10,8.87757361107758e-10,6.317216618583882e-10,1.3876829237323413e-08,1.3008851324912073e-08,6.581880522043337e+18,2.9307309765480136e+18,8.16892e-11,4.72342e-11,4.81494e-11,5.39138e-11
0.0,0.0,87.51050685487962,1.098067789479341,8.248277887034668e-16,4.4212887067556675e-08,4.6218500384012754e-08,8.981512079371305e-10,9.085283901242163e-10,9.306537175676601e-10,9.17757664190922e-10,9.209588714421787e-10,9.275639012944084e-10,6.640842427494333e-10,1.4164647749697377e-08,1.4214472955589226e-08,6.786944395832432e+18,2.7391787538212736e+18,1.7297e-10,9.82698e-11,1.18637e-10,1.09045e-10
0.0,1.0,87.51050685487962,1.098067789479341,8.248277887034668e-16,4.4212887067556675e-08,4.6218500384012754e-08,8.981512079371305e-10,9.085283901242163e-10,9.306537175676601e-10,9.17757664190922e-10,9.209588714421787e-10,9.275639012944084e-10,6.640842427494333e-10,1.4164647749697377e-08,1.4214472955589226e-08,6.786944395832432e+18,2.7391787538212736e+18,1.7297e-10,9.82698e-11,1.18637e-10,1.09045e-10
1.0,0.0,87.51050685487962,1.098067789479341,8.248277887034668e-16,4.4212887067556675e-08,4.6218500384012754e-08,8.981512079371305e-10,9.085283901242163e-10,9.306537175676601e-10,9.17757664190922e-10,9.209588714421787e-10,9.275639012944084e-10,6.640842427494333e-10,1.4164647749697377e-08,1.4214472955589226e-08,6.786944395832432e+18,2.7391787538212736e+18,1.7297e-10,9.82698e-11,1.18637e-10,1.09045e-10
1.0,1.0,87.51050685487962,1.098067789479341,8.248277887034668e-16,4.4212887067556675e-08,4.6218500384012754e-08,8.981512079371305e-10,9.085283901242163e-10,9.306537175676601e-10,9.17757664190922e-10,9.209588714421787e-10,9.275639012944084e-10,6.640842427494333e-10,1.4164647749697377e-08,1.4214472955589226e-08,6.786944395832432e+18,2.7391787538212736e+18,1.7297e-10,9.82698e-11,1.18637e-10,1.09045e-10
0.0,0.0,40.20108555552281,0.9433793968796949,2.1057741121252184e-15,4.292208362434921e-08,4.581940780041565e-08,8.967808417112646e-10,9.522800634196687e-10,8.83423779797498e-10,8.8021369055066e-10,9.1717522848278e-10,9.386451036217962e-10,6.421096541401587e-10,1.3928705269012142e-08,1.4130693668017584e-08,6.462689828249009e+18,2.847116109258447e+18,1.46681e-10,9.95748e-11,1.09241e-10,1.06713e-10
0.0,1.0,40.20108555552281,0.9433793968796949,2.1057741121252184e-15,4.292208362434921e-08,4.581940780041565e-08,8.967808417112646e-10,9.522800634196687e-10,8.83423779797498e-10,8.8021369055066e-10,9.1717522848278e-10,9.386451036217962e-10,6.421096541401587e-10,1.3928705269012142e-08,1.4130693668017584e-08,6.462689828249009e+18,2.847116109258447e+18,1.46681e-10,9.95748e-11,1.09241e-10,1.06713e-10
1.0,0.0,40.20108555552281,0.9433793968796949,2.1057741121252184e-15,4.292208362434921e-08,4.581940780041565e-08,8.967808417112646e-10,9.522800634196687e-10,8.83423779797498e-10,8.8021369055066e-10,9.1717522848278e-10,9.386451036217962e-10,6.421096541401587e-10,1.3928705269012142e-08,1.4130693668017584e-08,6.462689828249009e+18,2.847116109258447e+18,1.46681e-10,9.95748e-11,1.09241e-10,1.06713e-10
1.0,1.0,40.20108555552281,0.9433793968796949,2.1057741121252184e-15,4.292208362434921e-08,4.581940780041565e-08,8.967808417112646e-10,9.522800634196687e-10,8.83423779797498e-10,8.8021369055066e-10,9.1717522848278e-10,9.386451036217962e-10,6.421096541401587e-10,1.3928705269012142e-08,1.4130693668017584e-08,6.462689828249009e+18,2.847116109258447e+18,1.46681e-10,9.95748e-11,1.09241e-10,1.06713e-10
0.0,0.0,47.24802099690781,1.0326156406200202,3.470609769917905e-15,4.515326749041595e-08,4.335285305945616e-08,8.784118683434463e-10,8.933218295715503e-10,8.883938745944806e-10,9.100353279448379e-10,9.615669095462287e-10,8.94251271620022e-10,6.551714340368563e-10,1.339394619632389e-08,1.4648915851301171e-08,6.658242887915021e+18,2.921630223087187e+18,2.33927e-10,1.65217e-10,1.91505e-10,1.74632e-10
0.0,1.0,47.24802099690781,1.0326156406200202,3.470609769917905e-15,4.515326749041595e-08,4.335285305945616e-08,8.784118683434463e-10,8.933218295715503e-10,8.883938745944806e-10,9.100353279448379e-10,9.615669095462287e-10,8.94251271620022e-10,6.551714340368563e-10,1.339394619632389e-08,1.4648915851301171e-08,6.658242887915021e+18,2.921630223087187e+18,2.33927e-10,1.65217e-10,1.91505e-10,1.74632e-10
1.0,0.0,47.24802099690781,1.0326156406200202,3.470609769917905e-15,4.515326749041595e-08,4.335285305945616e-08,8.784118683434463e-10,8.933218295715503e-10,8.883938745944806e-10,9.100353279448379e-10,9.615669095462287e-10,8.94251271620022e-10,6.551714340368563e-10,1.339394619632389e-08,1.4648915851301171e-08,6.658242887915021e+18,2.921630223087187e+18,2.33927e-10,1.65217e-10,1.91505e-10,1.74632e-10
1.0,1.0,47.24802099690781,1.0326156406200202,3.470609769917905e-15,4.515326749041595e-08,4.335285305945616e-08,8.784118683434463e-10,8.933218295715503e-10,8.883938745944806e-10,9.100353279448379e-10,9.615669095462287e-10,8.94251271620022e-10,6.551714340368563e-10,1.339394619632389e-08,1.4648915851301171e-08,6.658242887915021e+18,2.921630223087187e+18,2.33927e-10,1.65217e-10,1.91505e-10,1.74632e-10
0.0,0.0,111.607394892679,0.9526644753474302,3.2110894150085887e-15,4.5757492082670014e-08,4.576840009023897e-08,8.756102103433776e-10,8.72607623458746e-10,8.84691217810991e-10,8.981866049678879e-10,9.077901240516643e-10,8.78040483742956e-10,6.474818471433486e-10,1.4595501828136221e-08,1.3234037315882586e-08,6.739325335940486e+18,2.8119967229065646e+18,3.82316e-10,2.41621e-10,3.14273e-10,2.56973e-10
0.0,1.0,111.607394892679,0.9526644753474302,3.2110894150085887e-15,4.5757492082670014e-08,4.576840009023897e-08,8.756102103433776e-10,8.72607623458746e-10,8.84691217810991e-10,8.981866049678879e-10,9.077901240516643e-10,8.78040483742956e-10,6.474818471433486e-10,1.4595501828136221e-08,1.3234037315882586e-08,6.739325335940486e+18,2.8119967229065646e+18,3.82316e-10,2.41621e-10,3.14273e-10,2.56973e-10
1.0,0.0,111.607394892679,0.9526644753474302,3.2110894150085887e-15,4.5757492082670014e-08,4.576840009023897e-08,8.756102103433776e-10,8.72607623458746e-10,8.84691217810991e-10,8.981866049678879e-10,9.077901240516643e-10,8.78040483742956e-10,6.474818471433486e-10,1.4595501828136221e-08,1.3234037315882586e-08,6.739325335940486e+18,2.8119967229065646e+18,3.82316e-10,2.41621e-10,3.14273e-10,2.56973e-10
1.0,1.0,111.607394892679,0.9526644753474302,3.2110894150085887e-15,4.5757492082670014e-08,4.576840009023897e-08,8.756102103433776e-10,8.72607623458746e-10,8.84691217810991e-10,8.981866049678879e-10,9.077901240516643e-10,8.78040483742956e-10,6.474818471433486e-10,1.4595501828136221e-08,1.3234037315882586e-08,6.739325335940486e+18,2.8119967229065646e+18,3.82316e-10,2.41621e-10,3.14273e-10,2.56973e-10
0.0,0.0,-42.21350952438035,0.9041301998931458,3.5977837005527455e-17,4.699344112132984e-08,4.5128764658013685e-08,9.082354907317181e-10,8.495634535351668e-10,9.055177648302091e-10,9.080966047638775e-10,9.150512115541482e-10,9.678792410346446e-10,6.078917682221189e-10,1.4618339891347181e-08,1.3927649956211449e-08,6.280121053324204e+18,2.786704865579708e+18,3.52846e-11,2.48741e-11,1.32611e-11,2.99471e-11
0.0,1.0,-42.21350952438035,0.9041301998931458,3.5977837005527455e-17,4.699344112132984e-08,4.5128764658013685e-08,9.082354907317181e-10,8.495634535351668e-10,9.055177648302091e-10,9.080966047638775e-10,9.150512115541482e-10,9.678792410346446e-10,6.078917682221189e-10,1.4618339891347181e-08,1.3927649956211449e-08,6.280121053324204e+18,2.786704865579708e+18,3.52846e-11,2.48741e-11,1.32611e-11,2.99471e-11
1.0,0.0,-42.21350952438035,0.9041301998931458,3.5977837005527455e-17,4.699344112132984e-08,4.5128764658013685e-08,9.082354907317181e-10,8.495634535351668e-10,9.055177648302091e-10,9.080966047638775e-10,9.150512115541482e-10,9.678792410346446e-10,6.078917682221189e-10,1.4618339891347181e-08,1.3927649956211449e-08,6.280121053324204e+18,2.786704865579708e+18,3.52846e-11,2.48741e-11,1.32611e-11,2.99471e-11
1.0,1.0,-42.21350952438035,0.9041301998931458,3.5977837005527455e-17,4.699344112132984e-08,4.5128764658013685e-08,9.082354907317181e-10,8.495634535351668e-10,9.055177648302091e-10,9.080966047638775e-10,9.150512115541482e-10,9.678792410346446e-10,6.078917682221189e-10,1.4618339891347181e-08,1.3927649956211449e-08,6.280121053324204e+18,2.786704865579708e+18,3.52846e-11,2.48741e-11,1.32611e-11,2.99471e-11
0.0,0.0,-39.31672605372268,1.0516757307672284,3.9685203560452896e-15,4.5326855080682505e-08,4.4259109939371123e-08,8.732725475101342e-10,8.733308592571364e-10,8.884353071887316e-10,9.181622079180865e-10,9.750297633602356e-10,8.911650460973125e-10,6.610131490212027e-10,1.409582186309638e-08,1.4030828122167027e-08,6.369494765057047e+18,2.677848738671063e+18,7.06525e-11,8.35855e-11,5.10673e-11,8.79516e-11
0.0,1.0,-39.31672605372268,1.0516757307672284,3.9685203560452896e-15,4.5326855080682505e-08,4.4259109939371123e-08,8.732725475101342e-10,8.733308592571364e-10,8.884353071887316e-10,9.181622079180865e-10,9.750297633602356e-10,8.911650460973125e-10,6.610131490212027e-10,1.409582186309638e-08,1.4030828122167027e-08,6.369494765057047e+18,2.677848738671063e+18,7.06525e-11,8.35855e-11,5.10673e-11,8.79516e-11
1.0,0.0,-39.31672605372268,1.0516757307672284,3.9685203560452896e-15,4.5326855080682505e-08,4.4259109939371123e-08,8.732725475101342e-10,8.733308592571364e-10,8.884353071887316e-10,9.181622079180865e-10,9.750297633602356e-10,8.911650460973125e-10,6.610131490212027e-10,1.409582186309638e-08,1.4030828122167027e-08,6.369494765057047e+18,2.677848738671063e+18,7.06525e-11,8.35855e-11,5.10673e-11,8.79516e-11
1.0,1.0,-39.31672605372268,1.0516757307672284,3.9685203560452896e-15,4.5326855080682505e-08,4.4259109939371123e-08,8.732725475101342e-10,8.733308592571364e-10,8.884353071887316e-10,9.181622079180865e-10,9.750297633602356e-10,8.911650460973125e-10,6.610131490212027e-10,1.409582186309638e-08,1.4030828122167027e-08,6.369494765057047e+18,2.677848738671063e+18,7.06525e-11,8.35855e-11,5.10673e-11,8.79516e-11
